Lab Collection Date,Parish,Daily Test Count,Daily Negative Test Count,Daily Positive Test Count,Daily Case Count
12/30/2020,Allen,189,169,20,18
12/31/2020,Allen,186,171,15,14
1/1/2021,Allen,44,35,9,9
1/2/2021,Allen,36,22,14,14
1/3/2021,Allen,36,22,14,9
1/4/2021,Allen,248,219,29,28
1/5/2021,Allen,186,173,13,10
1/6/2021,Allen,125,113,12,10
1/7/2021,Allen,185,174,10,8
1/8/2021,Allen,95,80,15,13
1/9/2021,Allen,22,15,7,5
1/10/2021,Allen,38,33,5,4
1/11/2021,Allen,223,209,14,10
1/12/2021,Allen,217,195,22,19
1/13/2021,Allen,145,129,16,13
1/14/2021,Allen,274,239,35,33
1/15/2021,Allen,92,79,13,11
1/16/2021,Allen,41,34,7,6
1/17/2021,Allen,40,35,5,5
1/18/2021,Allen,217,200,17,15
1/19/2021,Allen,213,202,11,10
1/20/2021,Allen,128,114,14,14
1/21/2021,Allen,213,203,10,6
1/22/2021,Allen,375,360,15,15
1/23/2021,Allen,36,31,5,5
